date,actual,point_forecast,brier,logloss,baseline_brier,baseline_logloss
2020-07-22,92,86.09769109988821,0.09704818113196337,0.3687406183971793,0.09968253968253968,0.39059680776917205
2020-07-23,86,86.14025547873128,0.0845359280431478,0.2960327403104674,0.0891485260770975,0.31774417805035343
2020-07-24,80,86.17551026816892,0.0915605878994474,0.33165781190676025,0.08780612244897959,0.3105424612291162
2020-07-25,88,86.2033635680599,0.08741202742593084,0.30942228752299106,0.08918367346938776,0.31776693985690074
2020-07-26,92,86.22372834203475,0.09695621320536282,0.3681053082703551,0.10015986394557823,0.39529556363295243
2020-07-27,93,86.2365226212455,0.09694508948002381,0.36787963235231697,0.1011859410430839,0.40537166237568434
2020-07-28,93,86.24166969822251,0.09692980577049418,0.3677696293134972,0.10166893424036283,0.4107527345272783
2020-07-29,90,86.23909831036744,0.09165847134252712,0.33197765372872723,0.09433219954648527,0.3457656631877133
2020-07-30,92,86.2287428126404,0.09691675096748416,0.3676572064047164,0.10395351473922905,0.43562183677445476
2020-07-31,82,86.21054333902639,0.0873155914455111,0.308880074150341,0.08734013605442177,0.3062174171259896
2020-08-01,88,86.18444595239674,0.08726855149921026,0.3086681806086895,0.09272675736961451,0.33408419962913205
2020-08-02,89,86.21907972448173,0.08724365880728105,0.3085059875814797,0.0930686857760952,0.336624431947604
2020-08-03,88,86.17630723210816,0.08728749446951631,0.308745415549074,0.09315641623333928,0.3364495444501058
2020-08-04,79,86.12546687550307,0.09665556387938155,0.3655479336396848,0.09970739802602847,0.3842320581155098
2020-08-05,86,86.06653127008167,0.08450634122635123,0.2957992266877054,0.08502980875231038,0.29522996065804186
2020-08-06,82,85.99947960758536,0.08668376198236574,0.30573041892066855,0.08549339857612026,0.2970659351464545
2020-08-07,81,85.92429772607835,0.09089882325153417,0.3275101376549433,0.08775640138408304,0.3076478113982507
2020-08-08,83,85.8409781663615,0.08654208259181312,0.304845088011765,0.08491567283730866,0.294460451840837
